date,R_H,Precipitation,ET,GW1428A,GW1430,GW285,HK4003U,HK4004U,HK4012H,HK4013H,HK4014H,HK4101U,HK4102U,HK4115U,HK4206U,HK4226B,HK4256U,HK4258U,HK4262U,HK4302H,SGU903074482,SGU909128423,SGU912799781,SGU912799806,SGU912799815,SGU912799853
4/24/2016,81,4.6,1.026861661,,,,,,,,,,,,,,,,,,,,,,,
4/25/2016,97,0.6,1.299623474,,,,,,,,,,,,,,,,,,,,,,,
4/26/2016,92,0,1.876261336,,,,,,,,,,,,,,,,,,,,,,,
4/27/2016,71,0.2,1.422494369,,,,,,,,,,,,,,,,,,,,,,,
4/28/2016,92,8.7,1.242176982,,,,,,,,,,,,,,,,,,,,,,,
4/29/2016,96,5.1,2.129627341,,,,,,,,,,,,,,,,,,,,,,,
4/30/2016,87,0.3,1.375997552,,,,,,,,,,,,,,,,,,,,,,,
5/1/2016,93,0,1.70175473,,,,,,,,,,,,,,,,,,,,,,,
5/2/2016,85,0,2.333954819,,,,,,,,,,,,,,,,,,,,,,,
5/3/2016,65,0.3,1.700500276,,,,,,,,,,,,,,,,,,,,,,,
5/4/2016,96,0,1.960094405,,,,,,,,,,,,,,,,,,,,,,,
5/5/2016,80,0,1.953869175,,,,,,,,,,,,,,,,,,,,,,,
5/6/2016,60,0,2.303099892,,,,,,,,,,,,,,,,,,,,,,,
5/7/2016,66,0,2.620967402,,,,,,,,,,,,,,,,,,,,,,,
5/8/2016,61,0,2.682059335,,,,,,,,,,,,,,,,,,,,,,,
5/9/2016,58,0,2.385624486,,,,,,,,,,,,,,,,,,,,,,,
5/10/2016,40,0,2.660988979,,,,,,,,,,,,,,,,,,,,,,,
5/11/2016,49,0,3.006410506,,,,,,,,,,,,,,,,,,,,,,,
5/12/2016,38,0,2.447213185,,,,,,,,,,,,,,,,,,,,,,,
5/13/2016,57,0,2.258283533,,,,,,,,,,,,,,,,,,,,,,,
5/14/2016,89,1,0.908885575,,,,,,,,,,,,,,,,,,,,,,,
5/15/2016,89,0.1,1.249230958,,,,,,,,,,,,,,,,,,,,,,,
5/16/2016,54,0,1.625287045,,,,,,,,,,,,,,,,,,,,,,,
5/17/2016,91,0,1.79714306,,,,,,,,,,,,,,,,,,,,,,,
5/18/2016,80,0,1.806969124,,,,,,,,,,,,,,,,,,,,,,,
5/19/2016,77,0.2,1.746347952,,,,,,,,,,,,,,,,,,,,,,,
5/20/2016,73,6.7,1.097392079,,,,,,,,,,,,,,,,,,,,,,,
5/21/2016,98,2.1,1.256326952,,,,,,,,,,,,,,,,,,,,,,,
5/22/2016,97,0,2.275145559,,,,,,,,,,,,,,,,,,,,,,,
5/23/2016,69,0,1.43754932,,,,,,,,,,,,,,,,,,,,,,,
5/24/2016,95,0.5,1.644379144,,,,,19.46,27.4592896,23.46723689,22.1538422,51.87,44.31,15.859,,,,,,,,,,,,
5/25/2016,97,0,1.012084228,,,,,,,,,,,,,,,,,,,,,,,
5/26/2016,94,0,1.863912066,,,,,,,,,,,,,,,,,,,,,,,
5/27/2016,79,0,1.151844086,,,,,,,,,,,,,,,,,,,,,,,
5/28/2016,91,0,1.420731429,,,,,,,,,,,,,,,,,,,,,,,
5/29/2016,89,0,1.704449043,,,,,,,,,,,,,,,,,,,,,,,
5/30/2016,75,0,3.181317123,,,,,,,,,,,,,,,,,,,,,,,
5/31/2016,74,4.1,2.84029072,,,,,,,,,,,,,,,,,,,,,,,
6/1/2016,80,0,2.641387875,,17.5,,,,,,,,,,,,,,,,,,,,,
6/2/2016,63,0.1,2.565342882,,,,,,,,,,,,,,,,,,,,,,,
6/3/2016,47,0,2.716234953,44.68,,,,,,,,,,,,,,,,,,,,,,
6/4/2016,66,0,2.458684968,,,,,,,,,,,,,,,,,,,,,,,
6/5/2016,61,0,2.348417592,,,,,,,,,,,,,,,,,,,,,,,
6/6/2016,61,0,2.308297732,,,,,,,,,,,,,,,,,,,,,,,
6/7/2016,94,0,2.375447216,,,,,,,,,,,,,,,,,,,,,,,
6/8/2016,92,0.6,1.999314152,,,,,,,,,,,,,,,,,,,,,,,
6/9/2016,54,0.2,1.948640443,,,,,,,,,,,,,,,,,,,,,,,
6/10/2016,89,0,1.879442524,,,,,,,,,,,,,,,,,,,,,,,
6/11/2016,76,0,1.761158627,,,,,,,,,,,,,,,,,,,,,,,
6/12/2016,77,0,1.710494309,,,,,,,,,,,,,,,,,,,,,,,
6/13/2016,52,0,1.889464511,,,,,,,,,,,,,,,,,,,,,,,
6/14/2016,80,3.3,1.658484569,,,,,19.36,27.1453354,22.954594,21.19315,49.21,44.6,15.639,,,,,,,,,,,,
6/15/2016,92,1,1.204274512,,,,,,,,,,,,,,,,,,,,,,,
6/16/2016,89,1.3,1.381303034,,,,,,,,,,,,,,,,,,,,,,,
6/17/2016,96,0,1.497421915,,,,,,,,,,,,,,,,,,,,,,,
6/18/2016,92,1.5,1.002015348,,,,,,,,,,,,,,,,,,,,,,,
6/19/2016,94,0.7,1.141969633,,,,,,,,,,,,,,,,,,,,,,,
6/20/2016,88,20.1,1.538388623,,,,,,,,,,,,,,,,,,,,,,,
6/21/2016,97,0,1.533396205,,,,,,,,,,,,,,,,,,,,,,,
6/22/2016,75,0.2,1.487730604,,,,,,,,,,,,,,,,,,,,,,,
6/23/2016,96,17.4,1.168175957,,,,,,,,,,,,,,,,,,,,,,,
6/24/2016,97,0,1.427910458,,,,,,,,,,,,,,,,,,,,,,,
6/25/2016,96,11,1.593573693,,,,,,,,,,,,,,,,,,,,,,,
6/26/2016,82,0.1,1.412816754,,,,,,,,,,,,,,,,,,,,,,,
6/27/2016,92,0.7,1.298492909,,,,,,,,,,,,,,,,,,,,,,,
6/28/2016,95,0,1.793830173,,,,,,,,,,,,,,,,,,,,,,,
6/29/2016,93,2.7,1.440038539,,,,,,,,,,,,,,,,,,,,,,,
6/30/2016,97,9.7,0.775534967,,,,,,,,,,,,,,,,,,,,,,,
7/1/2016,97,18.8,0.969920116,,,,,,,,,,,,,,,,,,,,,,,
7/2/2016,95,2,1.519980498,,,,,,,,,,,,,,,,,,,,,,,
7/3/2016,92,0.5,1.600071405,,,,,,,,,,,,,,,,,,,,,,,
7/4/2016,95,0.2,1.532731834,,,,,,,,,,,,,,,,,,,,,,,
7/5/2016,93,11.6,1.437781814,,,,,,,,,,,,,,,,,,,,,,,
7/6/2016,97,0.9,1.596084327,,,,,,,,,,,,,,,,,,,,,,,
7/7/2016,95,2.2,1.768632374,,,,,,,,,,,,,,,,,,,,,,,
7/8/2016,97,0,1.599645585,,,,,,,,,,,,,,,,,,,,,,,
7/9/2016,91,0,1.429831154,,,,,,,,,,,,,,,,,,,,,,,
7/10/2016,88,6.5,0.847404209,,,,,,,,,,,,,,,,,,,,,,,
7/11/2016,97,14.8,1.145123808,,,,,,,,,,,,,,,,,,,,,,,
7/12/2016,97,2.4,1.052075551,,,,,,,,,,,,,,,,,,,,,,,
7/13/2016,88,0.3,1.448961023,,,,,,,,,,,,,,,,,,,,,,,
7/14/2016,93,0,1.502353272,,,,,,,,,,,,,,,,,,,,,,,
7/15/2016,97,0.1,1.764694056,,,,,,,,,,,,,,,,,,,,,,,
7/16/2016,86,0.3,1.186959674,,,,,,,,,,,,,,,,,,,,,,,
7/17/2016,86,1.6,2.017248707,,,,,,,,,,,,,,,,,,,,,,,
7/18/2016,90,0,1.794690222,,,,,,,,,,,,,,,,,,,,,,,
7/19/2016,97,0,1.750276533,,,,,,,,,,,,,,,,,,,,,,,
7/20/2016,97,0,1.524739077,,,,,,,,,48.44,44.12,,,,,,,,,,,,,
7/21/2016,91,0,2.236086907,,,,,,,,,,,,,,,,,,,,,,,
7/22/2016,80,0,2.446731316,,,,,19.53,27.23712612,23.1115369,21.69191947,,,15.689,,,,,,,,,,,,
7/23/2016,59,0,1.913935482,,,,,,,,,,,,,,,,,,,,,,,
7/24/2016,76,0,2.361091123,,,,,,,,,,,,,,,,,,,,,,,
7/25/2016,72,0,2.174770963,,,,,,,,,,,,,,,,,,,,,,,
7/26/2016,94,0,2.198458941,,,,,,,,,,,,,,,,,,,,,,,
7/27/2016,93,7,2.120610617,,,,,,,,,,,,,,,,,,,,,,,
7/28/2016,97,0,1.937912984,,,,,,,,,,,,,,,,,,,,,,,
7/29/2016,87,0.3,1.717566962,,,,,,,,,,,,,,,,,,,,,,,
7/30/2016,95,0.6,2.455233114,,,,,,,,,,,,,,,,,,,,,,,
7/31/2016,83,3.8,1.804083073,,,,,,,,,,,,,,,,,,,,,,,
8/1/2016,95,7.5,1.894083011,44.44,,,,,,,,,,,,,,,,,,,,,,
8/2/2016,82,2.8,2.126763316,,16.76,,,,,,,,,,,,,,,,,,,,,
8/3/2016,93,15.4,1.910646931,,,,,,,,,,,,,,,,,,,,,,,
8/4/2016,96,1.6,1.597601804,,,,,,,,,,,,,,,,,,,,,,,
8/5/2016,95,1,1.673536641,,,,,,,,,,,,,,,,,,,,,,,
8/6/2016,88,1.8,1.559835265,,,,,,,,,,,,,,,,,,,,,,,
8/7/2016,93,1.9,1.474433705,,,,,,,,,,,,,,,,,,,,,,,
8/8/2016,91,2,1.973351512,,,,,,,,,,,,,,,,,,,,,,,
8/9/2016,77,9.9,2.334509051,,,,,,,,,,,,,,,,,,,,,,,
8/10/2016,78,1.7,1.455309709,,,,,,,,,,,,,,,,,,,,,,,
8/11/2016,91,0,1.928006724,,,,,,,,,,,,,,,,,,,,,,,
8/12/2016,90,16.7,0.984941012,,,,,,,,,,,,,,,,,,,,,,,
8/13/2016,97,7,1.457131776,,,,,,,,,,,,,,,,,,,,,,,
8/14/2016,94,0,2.61266814,,,,,,,,,,,,,,,,,,,,,,,
8/15/2016,97,0,2.431766863,,,,,,,,,,,,,,,,,,,,,,,
8/16/2016,83,0.1,2.269193761,,,,,,,,,,,,,,,,,,,,,,,
8/17/2016,97,0,2.448798311,,,,,,,,,,,,,,,,,,,,,,,
8/18/2016,84,0,1.922082171,,,,,,,,,,,,,,,,,,,,,,,
8/19/2016,88,0,1.938809218,,,,,,,,,,,,,,,,,,,,,,,
8/20/2016,97,2.7,1.111470683,,,,,,,,,,,,,,,,,,,,,,,
8/21/2016,97,2.1,2.09583311,,,,,,,,,,,,,,,,,,,,,,,
8/22/2016,95,0.5,1.79771546,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,97,0,2.346391825,,,,,,,,,,,,,,,,,,,,,,,
8/24/2016,94,0,1.991603586,,,,,,,,,,,,,,,,,,,,,,,
8/25/2016,89,0,3.039299124,,,,,,,,,47.74,44.1,,,,,,,,,,,,,
8/26/2016,78,0,3.719944057,,,,,19.52,27.1453354,22.8942439,21.3413464,,,15.69,,,,,,,,,,,,
8/27/2016,88,0.4,3.022642953,,,,,,,,,,,,,,,,,,,,,,,
8/28/2016,90,20.2,1.133477065,,,,,,,,,,,,,,,,,,,,,,,
8/29/2016,97,0,1.49575466,,,,,,,,,,,,,,,,,,,,,,,
8/30/2016,84,0,1.969002205,,,,,,,,,,,,,,,,,,,,,,,
8/31/2016,96,0,1.900951223,,,,,,,,,,,,,,,,,,,,,,,
9/1/2016,94,0,2.695021453,,,,,,,,,,,,,,,,,,,,,,,
9/2/2016,91,3,1.632873156,,,,,,,,,,,,,,,,,,,,,,,
9/3/2016,97,0,2.2601516,,,,,,,,,,,,,,,,,,,,,,,
9/4/2016,92,0,2.86822696,,,,,,,,,,,,,,,,,,,,,,,
9/5/2016,89,0,2.888525685,,,,,,,,,,,,,,,,,,,,,,,
9/6/2016,85,0,2.859780672,,,,,,,,,,,,,,,,,,,,,,,
9/7/2016,91,0,1.309271574,,,,,,,,,,,,,,,,,,,,,,,
9/8/2016,99,0,2.326601792,,,,,,,,,,,,,,,,,,,,,,,
9/9/2016,91,0,2.336952428,,,,,,,,,,,,,,,,,,,,,,,
9/10/2016,99,0,2.82043195,,,,,,,,,,,,,,,,,,,,,,,
9/11/2016,88,1,2.600441072,,,,,,,,,,,,,,,,,,,,,,,
9/12/2016,93,0,2.192998818,,,,,,,,,,,,,,,,,,,,,,,
9/13/2016,85,0,3.233456791,,16.63,46.2926336,,,,,,,,,,,,,,,,,,,,
9/14/2016,81,0,3.144786546,,,,,,,,,,,,,,,,,,,,,,,
9/15/2016,67,0,3.281570515,,,,,,,,,,,,,,,,,,,,,,,
9/16/2016,84,0,2.074175356,,,,,19.41,,22.85512,2.4985984,,,15.439,,,,,,,,,,,,
9/17/2016,80,0,3.180066123,,,,,,,,,,,,,,,,,,,,,,,
9/18/2016,80,0,1.845141325,,,,,,,,,,,,,,,,,,,,,,,
9/19/2016,70,0,1.988062292,,,,,,,,,,,,,,,,,,,,,,,
9/20/2016,83,0,2.099996571,,,,,,,,,,,,,,,,,,,,,,,
9/21/2016,84,0,3.043167153,,,,,,,,,,,,,,,,,,,,,,,
9/22/2016,87,0.1,1.501984147,,,,,,,,,,,,,,,,,,,,,,,
9/23/2016,90,3.5,2.240911308,,,,,,,,,,,,,,,,,,,,,,,
9/24/2016,81,0,2.623426733,,,,,,,,,,,,,,,,,,,,,,,
9/25/2016,95,0,2.796746595,,,,,,,,,,,,,,,,,,,,,,,
9/26/2016,86,2.4,1.556189795,,16.59,,,,,,,,,,,,,,,,,,,,,
9/27/2016,95,19.7,2.136349392,,,,,,,,,,,,,,,,,,,,,,,
9/28/2016,95,4,2.103267154,44.22,,,,,,,,,,,,,,,,,,,,,,
9/29/2016,85,13.9,2.362802907,,,,,,,,,,,,,,,,,,,,,,,
9/30/2016,83,1.6,2.158311666,,,,,,,,,,,,,,,,,,,,,,,
10/1/2016,87,0.2,2.517348229,,,,,,,,,,,,,,,,,,,,,,,
10/2/2016,88,0,2.537005252,,,,,,,,,,,,,,,,,,,,,,,
10/3/2016,90,0,2.972005991,,,,,,,,,46.21,43.84,,,,,,,,,,,,,
10/4/2016,80,0,2.546073016,,,,,,26.877431,,,,,,,,,,,,,,,,,
10/5/2016,88,0,2.721674253,,,,,,,,,,,,,,,,,,,,,,,
10/6/2016,81,0,3.069166213,,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,79,0,2.625861339,,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,75,0.2,1.776890467,,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,72,2.4,1.595868351,,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,96,0,1.595949093,,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,87,0,1.497915342,,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,76,0,1.602815404,,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,80,0,1.339639118,,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,90,0,2.169594845,,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,85,0,1.950204386,,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,79,3.7,1.265790121,,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,96,0,1.161457041,,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,93,0.3,1.163543001,,,,,19.42,26.8575579,22.587541,2.24479283,,,15.319,,,,,,,,,,,,
10/19/2016,96,0.1,1.266810238,,,,,,,,,49.94,43.71,,,,,,,,,,,,,
10/20/2016,93,0.5,1.386636468,,,,,,,,,,,,56.39,,,,,,,,,,,
10/21/2016,89,1.6,1.286444166,,,,,,,,,,,,56.29,,,,,,,,,,,
10/22/2016,90,9.6,1.084013108,,,,,,,,,,,,,,,,,,,,,,,
10/23/2016,97,1.3,1.078965278,,,,,,,,,,,,,,,,,,,,,,,
10/24/2016,95,3.2,1.823463499,,,,,,,,,,,,,,,,,,,,,,,
10/25/2016,94,0.1,1.53380409,,,,,,,,,,,,,,,,,,,,,,,
10/26/2016,97,4.8,1.204257273,,,,,,,,,,,,,,,,,,,,,,,
10/27/2016,98,6.5,1.907992084,,,,,,,,,,,,,,,,,,,,,,,
10/28/2016,97,0,2.693174082,,,,,,,,,,,,,,,,,,,,,,,
10/29/2016,74,0,3.106899989,,,,,,,,,,,,,,,,,,,,,,,
10/30/2016,72,0,2.419780528,,,,,,,,,,,,,,,,,,,,,,,
10/31/2016,86,9.5,1.333685866,,,,,,,,,,,,,,,,,,,,,,,
11/1/2016,98,0.5,1.596126395,,,,,,,,,,,,,,,,,,,,,,,
11/2/2016,91,0.9,1.178217458,,,,,,,,,,,,,,,,,,,,,,,
11/3/2016,94,12.3,1.621460927,,,,,,,,,,,,,,,,,,,,,,,
11/4/2016,97,5.5,0.932737081,,,,,,,,,,,,,,,,,,,,,,,
11/5/2016,94,17.3,0.990120247,,,,,,,,,,,,,,,,,,,,,,,
11/6/2016,96,0.4,0.975928057,,,,,,,,,,,,,,,,,,,,,,,
11/7/2016,84,0.1,1.470234151,,,,,,,,,,,,,,,,,,,,,,,
11/8/2016,91,0,0.946843337,,,,,,,,,,,,,,,,,,,,,,,
11/9/2016,94,0,1.321069879,,,,,,,,,,,,,,,,,,,,,,,
11/10/2016,90,0,1.015801708,,,,18.8,,,,,,,,,,,,,,,,,,,
11/11/2016,96,0,0.975501512,,,,,,,,,,,,,,,,,,,,,,,
11/12/2016,96,0,1.627980452,,,,,,,,,,,,,,,,,,,,,,,
11/13/2016,96,0,1.432006995,,,,,,,,,,,,,,,,,,,,,,,
11/14/2016,90,19.2,1.053512645,,,,,,,,,,,,,,,,,,,,,,,
11/15/2016,97,7.3,1.263113658,,,,,,,,,,,,,,,,,,,,,,,
11/16/2016,98,3.9,1.028220831,,,,,19.8,27.64281497,23.46723689,,,,15.799,,,,,,,,,,,,
11/17/2016,94,2.3,1.344385591,,,,,,,,,45.79,44.43,,57.33,,,,,,,,,,,
11/18/2016,95,3.9,1.25131794,,,,,,,,,,,,,,,,,,,,,,,
11/19/2016,86,3.6,1.241463174,,,,,,,,,,,,,,,,,,,,,,,
11/20/2016,92,13.5,1.336930369,,,,,,,,,,,,,,,,,,,,,,,
11/21/2016,91,2.5,1.273199262,,,,,,,,,,,,,,,,,,,,,,,
11/22/2016,93,0,1.371881991,,,,,,,,,,,,,,,,,,,,,,,
11/23/2016,96,0,1.883371619,,,,,,,,,,,,,,,,,,,,,,,
11/24/2016,75,0,1.65577631,,,,,,,,,,,,,,,,,,,,,,,
11/25/2016,96,0,1.273325095,,,,,,,,,,,,,,,,,,,,,,,
11/26/2016,92,0,1.81298309,,,,,,,,,,,,,,,,,,,,,,,
11/27/2016,67,0.2,2.938177764,,,,,,,,,,,,,,,,,,,,,,,
11/28/2016,62,0,1.890954305,,,,,,,,,,,,,,,,,,,,,,,
11/29/2016,86,0.1,1.316841656,44.93,,,,,,,,,,,,,,,,,,,,,,
11/30/2016,87,0,1.922951925,,,,,,,,,,,,,,,,,,24.1165648,,,,,
12/1/2016,95,0,1.580838073,,16.87,,,,,,,,,,,,,,,,,,,,,
12/2/2016,60,0,2.225734659,,,,,,,,,,,,,,,,,,,,,,,
12/3/2016,64,0,1.428120835,,,,,,,,,,,,,,,,,,,,,,,
12/4/2016,86,0,1.664694629,,,,,,,,,,,,,,,,,,,,,,,
12/5/2016,90,0,1.47135506,,,,18.5,19.575,,,,,,,,17.92,,,,,,,,,,
12/6/2016,85,0.1,1.71759834,,16.865,,18.35,19.55,27.36269648,23.38266455,22.62691363,51,,15.774,,17.895,,,,,,,,,,
12/7/2016,77,10.1,1.009547069,,,,,19.565,,,22.5752353,,,15.769,,17.89,,,,,,,,,,
12/8/2016,97,0,1.639713266,,,,,,,,,,,,,18.185,,,,,,,,,,
12/9/2016,92,13.5,1.427787876,,,,,19.685,,,,,,15.789,,17.77,,,,,,,,,,
12/10/2016,97,0,1.216381705,,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,100,0.1,1.745512262,,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,99,0.3,1.556400496,,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,93,0.3,1.332752299,,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,87,0,2.030425428,,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,86,0,1.08691301,,,,18.11,19.67,27.62349645,,,,,15.869,,,,,,,,,,,,
12/16/2016,96,0,1.172451178,,,,,,,,,51.49,44.81,,57.55,,,,,,,,,,,
12/17/2016,98,1.8,1.134788791,,,,,,,,,,,,,,,,,,,,,,,
12/18/2016,96,0,1.276370699,,,,,,,,,,,,,,,,,,,,,,,
12/19/2016,91,0.8,1.119891634,,,,,,,,,,,,,,,,,,,,,,,
12/20/2016,93,0,1.193108489,,,,,,,,,,,,,,,,,,,,,,,
12/21/2016,89,1.2,1.060034075,,,,,,,,,,,,,,,,,,,,,,,
12/22/2016,94,3,1.668584787,,,,,,,,,,,,,,,,,,,,,,,
12/23/2016,76,8.2,1.46917565,,,,,,,,,,,,,,,,,,,,,,,
12/24/2016,94,4.5,1.234712254,,,,,,,,,,,,,,,,,,,,,,,
12/25/2016,68,1.3,1.364928156,,,,,,,,,,,,,,,,,,,,,,,
12/26/2016,77,1.6,1.80104305,,,,,,,,,,,,,,,,,,,,,,,
12/27/2016,84,0,2.804663124,,,,,,,,,,,,,,,,,,,,,,,
12/28/2016,89,0,1.890200649,,,,,,,,,,,,,,,,,,,,,,,
12/29/2016,97,0,1.398111599,,,,,,,,,,,,,,,,,,,,,,,
12/30/2016,96,0.4,1.280322803,,,,,,,,,,,,,,,,,,,,,,,
12/31/2016,66,5.5,1.077159739,,,,,,,,,,,,,,,,,,,,,,,
1/1/2017,71,0,1.489464766,,,,,,,,,,,,,,,,,,,,,,,
1/2/2017,65,0,1.81954586,,,,,,,,,,,,,,,,,,,,,,,
1/3/2017,74,1.2,1.376768974,,,,,,,,,,,,,,,,,,,,,,,
1/4/2017,67,1.4,1.468045303,,,,,,,,,,,,,,,,,,,,,,,
1/5/2017,93,0,1.397674268,,,,,,,,,,,,,,,,,,,,,,,
1/6/2017,93,9.8,0.984005702,,,,,,,,,,,,,,,,,,,,,,,
1/7/2017,97,1.3,0.976398696,,,,,,,,,,,,,,,,,,,,,,,
1/8/2017,91,1.3,0.954086702,,,,,,,,,,,,,,,,,,,,,,,
1/9/2017,93,0.7,1.064677049,,,,,,,,,,,,,,,,,,,,,,,
1/10/2017,76,7.4,0.914939323,,,,,,,,,,,,,,,,,,,,,,,
1/11/2017,85,15.3,1.376281988,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017,85,1.1,1.445747948,,,,,,,,,,,,,,,,,,,,,,,
1/13/2017,86,0.2,1.458550109,,,,,,,,,,,,,,,,,,,,,,,
1/14/2017,71,0,1.203207721,,,,,,,,,,,,,,,,,,,,,,,
1/15/2017,76,0,1.707185866,,,,,,,,,,,,,,,,,,,,,,,
1/16/2017,94,0,1.627083431,,,,,,,,,,,,,,,,,,,,,,,
1/17/2017,95,4.7,0.931716149,,,,18.13,19.68,27.8263488,,,,,15.979,,,,,,,,,,,,
1/18/2017,95,0.5,1.00650954,,,,,,,,,,44.64,,57.67,,,,,,,,,,,
1/19/2017,95,0,1.451546303,,,,,,,,,,,,,,,,,,,,,,,
1/20/2017,98,0,2.094278983,,,,,,,,,,,,,,,,,,,,,,,
1/21/2017,94,0,1.118787048,,,,,,,,,,,,,,,,,,,,,,,
1/22/2017,96,0.3,0.994634647,,,,,,,,,,,,,,,,,,,,,,,
1/23/2017,94,0,1.613206765,,,,,,,,,,,,,,,,,,,,,,,
1/24/2017,87,0,1.108824701,,,,,,,,,49.54,,,,,,,,,,,,,,
1/25/2017,94,0,1.063960061,,,,,,,,,,,,,,,,,,,,,,,
1/26/2017,86,0,1.064913422,,,,,,,,,,,,,,,,,,,,,,,
1/27/2017,82,0,1.386484356,,17.7,,,,,,,,,,,,,,,,,,,,,
1/28/2017,95,0,1.527287249,,,,,,,,,,,,,,,,,,,,,,,
1/29/2017,94,0.5,0.971238578,,,,,,,,,,,,,,,,,,,,,,,
1/30/2017,84,0,1.142781457,,,,,,,,,,,,,,,,,,,,,,,
1/31/2017,86,0,1.030002206,,,,,,,,,,,,,,,,,,,,,,,
2/1/2017,89,0,1.045561286,,,,,,,,,,,,,,,,,,,,,,,
2/2/2017,88,0,1.131105837,,,,,,,,,,,,,,,,,,,,,,,
2/3/2017,95,0,1.126161594,,,,,,,,,,,,,,,,,,,,,,,
2/4/2017,87,1.7,1.017116886,,,,,,,,,,,,,,,,,,,,,,,
2/5/2017,74,0.9,1.032786306,,,,,,,,,,,,,,,,,,,,,,,
2/6/2017,68,0,1.296323659,,,,,,,,,,,,,,,,,,,,,,,
2/7/2017,90,0,1.399644845,,,,,,,,,,,,,,,,,,,,,,,
2/8/2017,86,1,1.393549505,,,,,,,,,,,,,,,,,,,,,,,
2/9/2017,60,2.3,0.96384514,,,,,,,,,,,,,,,,,,,,,,,
2/10/2017,73,0,1.166534743,,,,17.97,19.5,27.5758535,,22.5473976,,,,,,,,,,,,,,,
2/11/2017,76,0,1.637126022,,,,,,,,,,,,,,,,,,,,,,,
2/12/2017,90,0,1.17771964,,,,,,,,,,,,,,,,,,,,,,,
2/13/2017,94,0,1.709145951,,,,,,,,,,,,,,,,,,,,,,,
2/14/2017,96,0,1.520273063,,,,,,,,,,44.34,16.799,57.3,,,,,,,,,,,
2/15/2017,97,0.1,2.260894323,,,,,,,,,,,,,,,,,,,,,,,
2/16/2017,97,1.1,0.897303322,,,,,,,,,,,,,,,,,,,,,,,
2/17/2017,97,0.2,0.966876525,,16.95,,17.87,19.46,27.4592896,23.4185533,22.21814734,,,,,,,,,,,,,,,
2/18/2017,95,6.7,0.830830019,,,,,,,,,,,,,,,,,,,,,,,
2/19/2017,89,4.8,0.877454527,,,,,,,,,,,,,,,,,,,,,,,
2/20/2017,96,4.6,0.925342085,,16.945,,17.985,19.655,27.58485942,23.48133227,22.91351988,52.585,,,,17.89,,,,,,,,,,
2/21/2017,87,15.2,1.920575108,,16.975,,18.3,19.7,27.681452,,,,,15.849,,17.96,,,,,,,,,,
2/22/2017,56,0.1,1.465377517,,16.97,,18.7833333,19.8,,23.8337171,,,,15.88566667,,18.2666667,,,,,,,,,,
2/23/2017,70,0,1.635958923,,,,,,26.3138622,23.8572932,,,,,,,,,,,,,,,,
2/24/2017,97,0,2.161233002,,16.98,,18.13,19.725,21.7566743,23.763246,,,,15.944,,18.18,,,,,,,,,,
2/25/2017,98,12.5,1.659536379,,,,,,14.26474228,,,,,,,,,,,,,,,,,
2/26/2017,90,2.4,0.857054592,,,,,,,,,,,,,,,,,,,,,,,
2/27/2017,89,14.2,0.925250134,,17.15,,18.21,19.79,23.43628,23.9657551,,,,15.999,,,,,,,,,,,,
2/28/2017,94,5.3,1.267388663,,17.3,,18.27,19.85,23.43137837,24.13911711,,,,16.79,,18.41,,,,,,,,,,
3/1/2017,92,3.7,1.010346315,,17.45,,18.265,19.83,22.668216,24.9213248,,,,16.119,,18.44,,,,,,,,,,
3/2/2017,97,1.9,1.135868,,17.6,,18.255,19.8,21.847261,24.357592,,,,16.134,,18.45,,,,,,,,,,
3/3/2017,86,1.2,1.353051254,,17.8,,18.235,19.76,2.1279124,23.937832,,,,16.129,,18.455,,,,,,,,,,
3/4/2017,95,5.6,1.163762617,,,,,,,,,,,,,,,,,,,,,,,
3/5/2017,69,7.6,1.011563561,,,,,,,,,,,,,,,,,,,,,,,
3/6/2017,81,0.6,1.03830197,,17.115,,18.217,19.755,16.2625319,23.35447377,,,,16.99,,18.44,,,,,,,,,,
3/7/2017,96,0.1,1.155962177,,17.115,47.55412721,18.2,19.755,27.4592896,,,,,16.89,,,,,,,,,,,,
3/8/2017,97,3.9,1.134415044,,,,,,,,,,,,,,,,,,,,,,,
3/9/2017,90,0.8,0.799122687,,,,,,,,,,,,,,,,,,,,,,,
3/10/2017,94,0,2.191770499,,17.14,,,,28.145964,23.74444621,,,,16.99,,,,,,,,,,,,
